0.2
5.22
10.18
15.27
20.36
25.32
30.81
35.5
40.66
45.41
50.84
55.46
60.82
65.84
70.86
75.42
80.64
85.4
90.96
95.71
101.07
105.89
111.12
116.48
121.3
126.12
131.15
136.17
140.46
145.95
150.9
155.39
160.82
165.71
170.13
175.62
180.44
185.13
190.09
195.31
199.87
204.89
209.58
214.47
219.56
224.25
229.2
234.16
238.98
244.27
249.08
254.11
258.66
264.29
269.38
274.2
279.56
284.18
289.27
294.43
299.72
305.14
309.77
314.59
319.14
324.37
329.59
334.75
339.5
344.06
349.55
354.84
0
